total_bill,tip,gender_waiter,gender_customer,smoker,time
42.82,3.95,male,female,no,day
24.7,7.11,male,male,yes,day
49.18,0.86,female,male,yes,day
10.4,5.3,male,female,no,day
19.96,4.94,female,male,yes,day
39.62,6.52,female,female,no,day
29.64,5.56,male,male,no,evening
39.98,0.49,male,male,yes,evening
30.72,2.04,male,male,no,day
43.43,6.54,male,male,yes,evening
37.95,9.81,male,male,no,evening
18.56,6.67,male,female,yes,day
38.72,7.09,male,female,yes,day
23.49,8.62,female,female,yes,day
43.63,6.12,female,male,yes,evening
44.67,1.34,male,female,yes,evening
15.91,7.2,female,male,no,evening
12.75,5.11,female,female,no,evening
23.06,2.22,female,male,yes,day
18.74,8.05,female,female,yes,evening
46.53,0.13,male,female,no,day
17.44,4.18,female,male,yes,evening
15.09,0.42,female,female,yes,evening
36.25,9.0,female,male,no,evening
17.74,1.74,male,female,no,day
32.23,5.71,female,male,yes,evening
43.52,1.62,female,male,yes,day
32.13,8.15,female,male,no,evening
30.74,1.23,female,male,no,day
38.81,6.93,male,male,no,evening
27.7,0.32,female,male,no,evening
30.58,8.21,female,female,no,day
45.51,9.06,female,male,no,evening
29.9,2.2,male,female,no,day
29.71,7.97,female,female,yes,evening
19.84,1.79,male,female,no,day
44.85,4.72,female,male,no,day
47.74,9.0,male,male,no,evening
28.48,9.05,female,male,no,day
30.78,4.99,male,female,no,evening
46.9,8.87,male,male,yes,evening
17.32,6.48,female,male,no,day
24.71,3.06,male,female,no,day
36.38,4.51,female,male,no,evening
13.93,1.71,female,male,yes,evening
14.69,9.46,male,male,yes,evening
44.61,7.17,female,female,yes,evening
21.57,3.73,male,female,no,day
10.19,6.8,female,male,no,evening
43.62,4.44,female,female,no,day
19.09,2.15,female,female,yes,day
13.03,2.72,male,male,no,evening
25.14,7.04,female,male,yes,day
12.85,6.02,male,male,yes,day
44.02,4.43,female,male,no,day
17.32,8.59,male,female,no,day
37.05,9.61,male,male,yes,evening
45.86,2.24,female,female,no,evening
41.02,6.33,female,male,no,evening
36.3,9.03,male,male,no,day
26.98,4.76,female,female,no,evening
30.8,7.76,female,male,no,evening
42.74,8.75,female,male,no,evening
11.92,2.76,male,male,yes,day
39.1,6.19,female,male,no,day
44.27,0.16,female,male,no,evening
47.94,5.62,male,female,yes,evening
16.51,8.39,male,male,no,evening
25.89,8.7,male,female,yes,day
26.58,6.63,male,male,no,day
45.08,1.13,male,male,yes,evening
36.14,8.89,male,female,yes,day
14.73,9.59,male,male,no,evening
34.72,4.95,male,male,no,day
43.12,4.93,male,female,no,day
20.51,3.95,female,male,no,day
47.87,6.29,male,male,yes,evening
28.21,5.08,male,male,yes,day
39.32,7.17,male,male,yes,day
26.97,5.78,female,female,yes,day
40.3,0.5,female,female,no,evening
23.21,3.23,female,male,no,day
13.4,0.27,female,female,yes,evening
11.71,7.27,male,female,no,evening
46.35,4.73,female,male,no,evening
18.75,8.13,male,male,yes,evening
26.23,5.47,male,male,no,day
44.08,0.72,female,male,yes,evening
31.72,2.44,female,male,no,day
41.86,2.1,male,male,no,day
41.67,3.18,female,male,yes,day
39.55,8.53,female,female,yes,evening
30.28,2.13,male,female,yes,day
18.19,0.86,female,male,yes,evening
37.3,0.02,female,male,no,evening
34.75,2.88,male,female,no,day
32.34,7.8,female,female,no,evening
15.16,7.89,female,female,no,day
21.36,6.41,male,female,no,evening
16.49,4.08,male,male,no,evening
23.82,7.49,female,male,yes,evening
31.72,0.01,male,male,no,day
45.22,8.38,male,female,yes,day
33.03,9.1,male,female,no,evening
39.63,3.22,male,male,no,day
34.69,3.51,female,female,yes,day
42.95,2.58,male,male,no,evening
10.29,0.45,male,female,yes,day
48.3,3.88,male,female,yes,evening
35.75,4.0,female,female,no,day
46.41,5.04,female,male,yes,day
20.08,8.04,female,male,yes,day
41.43,0.53,male,female,no,evening
18.55,5.96,female,male,no,evening
21.35,6.23,male,female,no,evening
21.73,4.15,male,male,yes,evening
37.19,2.96,male,female,yes,day
35.98,5.51,male,male,yes,evening
29.52,0.97,female,female,no,evening
28.41,3.64,male,male,no,evening
10.17,6.84,female,female,yes,evening
25.03,3.94,male,male,no,evening
20.07,6.81,female,female,yes,evening
31.07,5.61,female,male,no,day
41.04,8.35,male,male,no,day
37.48,5.5,male,male,yes,evening
39.71,6.17,male,male,yes,evening
17.8,7.44,female,female,no,day
48.56,9.3,female,male,no,evening
37.38,2.02,female,male,no,evening
16.66,5.67,male,male,yes,evening
26.81,7.19,male,female,no,evening
13.56,2.94,female,male,yes,day
36.53,5.64,female,male,no,evening
41.37,9.99,male,male,no,day
12.78,5.94,male,female,yes,day
47.67,0.37,female,female,yes,day
46.9,2.85,male,male,yes,day
10.07,2.78,female,female,no,evening
18.43,6.5,male,female,yes,evening
24.25,0.29,male,male,yes,day
30.35,3.6,female,male,no,day
22.3,7.62,male,female,no,evening
37.6,2.76,female,female,no,day
31.88,7.22,male,female,no,day
49.07,5.2,female,female,no,evening
33.07,3.93,female,female,yes,day
26.95,6.92,male,male,yes,day
24.35,0.48,female,male,yes,evening
23.18,8.99,male,male,yes,day
32.32,1.69,male,female,no,day
10.39,0.55,male,male,no,day
13.84,5.98,female,male,yes,evening
42.51,0.88,female,female,no,evening
35.0,4.99,male,female,no,day
22.81,0.47,female,female,no,evening
39.95,1.47,male,male,no,day
31.06,6.5,male,female,yes,evening
46.33,9.58,male,female,yes,evening
14.82,5.74,female,male,yes,day
46.35,3.16,male,male,no,evening
27.16,8.7,female,female,no,evening
47.71,7.06,female,male,yes,evening
17.92,3.2,female,female,no,evening
31.89,6.95,male,male,yes,evening
29.98,5.96,male,male,yes,day
34.73,5.06,male,female,yes,day
35.67,8.32,female,male,yes,day
35.85,9.16,female,male,yes,day
16.49,6.38,female,male,no,evening
49.98,5.08,female,female,no,evening
25.6,7.0,male,female,no,evening
29.61,2.07,male,male,no,evening
12.67,6.78,female,female,no,day
44.8,3.09,male,female,yes,day
14.79,3.95,female,female,no,evening
16.09,0.96,male,male,no,day
10.61,2.94,female,female,no,evening
11.88,1.08,male,female,no,day
39.76,2.27,female,female,yes,day
44.81,9.45,male,female,yes,day
11.06,6.35,male,female,no,day
16.33,8.1,female,male,no,day
49.19,3.44,male,male,yes,evening
19.3,7.3,male,male,no,evening
15.7,5.45,male,female,yes,evening
28.66,6.15,male,male,yes,evening
21.35,1.03,female,female,yes,evening
49.76,4.25,male,female,no,evening
36.84,4.79,male,male,yes,evening
45.68,9.72,male,male,no,day
23.34,0.7,male,male,no,day
49.72,2.2,male,female,no,day
40.64,7.8,female,female,no,evening
34.25,3.07,female,female,yes,day
28.18,5.24,male,female,no,evening
28.04,3.12,male,female,yes,day
44.45,6.13,female,female,yes,day
34.78,2.95,male,female,no,evening
21.93,8.62,female,male,no,day
47.03,8.46,female,male,no,day
29.31,3.87,female,male,yes,day
31.59,3.15,female,male,no,day
35.14,8.57,male,female,yes,evening
18.59,7.47,male,female,yes,evening
21.06,7.18,female,female,yes,day
49.75,5.04,female,male,yes,evening
36.58,2.65,female,female,no,day
34.02,2.14,male,female,yes,day
31.94,6.09,male,female,yes,day
45.53,5.75,male,female,no,day
19.06,4.09,male,female,yes,evening
49.03,4.2,male,female,no,day
28.42,8.38,male,female,yes,evening
14.42,4.26,male,female,yes,evening
22.93,5.74,female,male,yes,evening
31.93,6.71,male,female,no,evening
19.05,4.64,male,male,yes,day
24.77,6.36,male,male,yes,evening
48.62,3.67,male,female,yes,evening
33.28,3.35,female,female,yes,evening
28.66,6.16,male,female,no,day
11.34,5.44,male,female,yes,day
33.46,0.18,male,male,no,day
12.32,2.55,male,male,no,day
17.01,4.41,male,female,no,day
43.98,9.61,female,male,yes,evening
48.94,6.35,female,female,yes,evening
45.82,2.0,female,female,yes,evening
32.71,7.76,male,male,no,day
35.35,4.28,female,female,yes,evening
16.79,7.15,male,female,no,evening
29.76,0.19,female,female,yes,evening
43.68,3.28,female,male,yes,day
40.23,2.95,male,male,no,day
27.33,5.44,male,female,yes,day
30.61,6.11,female,female,yes,evening
34.62,9.93,female,female,no,evening
38.4,1.28,female,female,yes,day
17.0,9.88,male,female,yes,evening
30.81,4.02,male,male,no,day
44.45,4.51,female,female,no,evening
24.74,9.54,female,female,no,day
33.25,9.26,male,female,no,day
42.61,6.16,male,female,no,evening
44.38,0.72,female,male,yes,evening
43.49,4.73,female,female,yes,evening
35.92,1.41,female,male,no,evening
41.75,8.27,male,female,yes,evening
37.74,4.69,female,female,yes,evening
11.7,6.27,male,female,no,evening
49.18,5.79,male,male,no,day
41.14,0.48,male,female,yes,evening
46.34,8.87,male,female,no,evening
33.13,5.65,male,female,no,day
25.42,9.2,female,female,yes,day
44.0,8.44,male,female,yes,evening
32.33,4.54,male,male,yes,evening
12.14,8.82,male,male,yes,evening
43.22,7.99,male,male,yes,day
33.67,7.41,female,male,yes,evening
23.31,9.83,male,male,yes,evening
44.71,6.94,female,male,no,day
39.52,8.46,female,female,no,evening
12.41,2.49,male,male,yes,evening
14.51,6.44,female,male,yes,day
40.89,9.88,female,male,yes,day
33.77,3.0,male,female,yes,evening
33.72,4.42,female,male,yes,day
44.99,0.17,male,male,no,evening
22.53,9.39,male,female,no,evening
14.21,4.71,female,female,no,evening
41.47,6.42,female,female,no,day
18.08,5.43,female,female,yes,day
24.05,0.37,male,male,no,day
44.75,1.57,female,male,yes,evening
37.73,0.9,female,male,yes,evening
32.23,8.21,male,male,yes,day
32.17,3.39,male,male,no,evening
38.51,7.87,female,female,yes,day
29.35,2.52,female,male,no,evening
19.42,9.0,male,male,no,day
28.41,8.58,male,female,no,day
49.63,4.44,male,male,no,day
13.2,2.48,female,female,no,day
32.81,1.19,male,male,yes,evening
37.4,3.59,male,male,no,evening
17.55,7.76,female,male,no,day
28.05,4.44,female,male,no,evening
24.18,0.03,male,male,yes,day
48.57,9.21,female,male,yes,day
46.18,9.9,male,male,no,evening
44.21,6.12,male,female,no,day
33.99,6.56,male,male,no,evening
49.46,7.82,male,male,yes,day
22.85,2.5,female,male,yes,day
43.55,2.61,male,male,no,day
22.82,7.87,female,female,yes,day
26.0,1.72,male,female,no,evening
14.24,7.47,male,male,yes,evening
44.95,4.96,female,male,yes,day
35.83,9.93,male,male,yes,day
49.62,3.23,male,female,yes,day
16.06,7.37,female,female,no,evening
37.44,3.59,male,male,no,day
16.29,3.07,male,female,yes,evening
30.62,0.67,male,male,no,evening
25.64,1.91,female,female,no,day
20.22,7.44,male,female,no,evening
31.75,2.06,male,female,yes,evening
15.36,8.61,female,female,no,day
33.5,3.58,female,male,yes,day
44.47,8.34,male,male,no,evening
40.33,0.66,female,male,no,evening
21.44,1.97,male,female,yes,day
39.09,0.17,male,female,no,day
25.66,0.31,male,female,no,evening
15.06,0.16,male,male,no,evening
32.46,3.19,male,female,yes,day
22.48,6.09,female,female,no,evening
45.25,0.4,male,female,no,evening
14.41,7.21,male,female,no,day
14.08,5.23,female,female,no,evening
34.4,4.34,female,male,yes,day
28.01,1.57,female,male,no,day
19.56,4.85,male,male,yes,day
47.71,1.77,male,female,no,evening
21.39,1.57,female,male,yes,day
22.48,1.38,female,male,yes,evening
42.28,6.5,female,male,no,day
11.45,6.08,male,male,no,day
39.97,8.55,female,male,yes,day
44.96,6.55,female,female,yes,day
20.9,8.61,male,female,yes,day
30.57,3.98,female,female,yes,day
14.63,1.85,male,male,no,day
37.46,6.27,male,male,yes,day
42.64,4.89,female,female,yes,day
14.26,2.13,male,female,yes,day
14.53,4.22,female,male,no,evening
40.21,8.23,male,male,no,day
44.89,7.37,male,male,yes,evening
38.43,2.88,male,female,no,day
48.63,9.37,female,male,yes,day
45.81,6.36,female,female,yes,day
41.52,1.23,male,female,yes,day
37.76,7.79,male,female,no,day
18.69,7.61,female,female,yes,day
48.09,9.51,female,male,no,evening
27.12,1.74,female,female,yes,day
17.28,3.97,female,male,yes,day
17.32,7.19,female,female,yes,evening
16.86,9.51,female,female,yes,evening
11.58,3.81,female,female,no,evening
19.59,5.61,male,male,no,evening
45.28,2.35,female,male,yes,day
13.25,8.63,male,female,yes,day
10.43,4.41,male,female,no,evening
31.99,7.81,female,male,yes,day
43.44,4.8,male,male,no,day
24.04,7.54,female,female,yes,evening
32.34,8.49,male,female,yes,day
43.5,1.08,female,female,no,day
27.32,5.02,male,male,no,evening
28.75,5.5,female,male,no,evening
49.17,4.17,male,female,yes,evening
36.19,6.19,male,female,no,day
44.31,7.86,male,female,no,evening
26.19,9.0,male,male,yes,evening
41.18,9.63,male,female,no,evening
45.39,1.92,male,male,yes,evening
13.32,3.06,female,male,no,day
22.02,2.36,male,female,yes,evening
39.06,2.86,male,male,yes,day
23.41,9.01,female,female,yes,evening
15.4,4.43,female,female,no,day
29.18,8.27,male,female,yes,evening
43.69,8.5,female,male,no,evening
40.7,9.41,female,male,yes,day
28.79,0.15,female,male,no,day
22.56,6.31,female,female,no,day
33.49,3.39,female,male,no,evening
36.01,5.09,female,female,yes,day
29.87,2.31,female,female,yes,evening
47.85,0.61,female,male,no,evening
44.19,1.29,male,female,yes,day
13.98,3.21,male,male,yes,day
45.57,5.06,male,female,no,day
18.43,3.24,female,female,no,day
13.14,9.85,male,male,no,day
38.52,7.55,female,female,yes,evening
17.29,0.82,female,male,yes,evening
18.25,3.16,female,male,no,day
10.19,2.13,male,female,no,evening
24.69,7.67,female,male,no,evening
20.35,9.34,female,male,no,evening
45.18,0.99,female,male,no,day
48.56,5.03,female,male,yes,day
10.12,7.47,female,male,no,evening
29.38,2.99,female,female,no,evening
17.75,5.35,female,female,yes,day
19.11,4.25,male,female,yes,evening
23.2,8.33,female,female,no,day
29.21,7.61,female,female,yes,evening
21.21,7.12,female,male,no,day
49.96,6.1,male,female,no,day
12.82,7.26,male,male,no,evening
20.27,9.54,male,female,yes,day
14.7,1.04,female,female,yes,day
31.79,4.96,male,male,no,day
19.4,4.15,female,female,no,day
39.53,9.47,male,male,no,evening
46.52,0.93,female,male,no,day
30.59,7.12,female,male,yes,day
41.06,7.0,male,female,yes,evening
41.15,4.15,male,female,no,evening
14.76,0.23,female,male,yes,day
22.12,1.89,female,female,no,evening
13.84,1.54,female,male,no,day
11.15,8.81,female,female,no,day
15.17,3.23,male,female,no,evening
21.6,8.17,female,male,yes,day
48.52,6.97,female,female,yes,day
25.79,8.16,female,male,no,day
39.47,8.7,male,male,yes,evening
10.54,9.74,male,male,yes,evening
47.34,0.27,male,female,no,evening
24.73,4.67,female,female,no,evening
45.27,6.38,male,female,yes,evening
46.29,3.15,male,male,yes,evening
20.1,6.95,female,female,no,evening
36.56,0.76,male,female,no,evening
13.17,1.5,female,female,yes,evening
30.41,8.44,female,female,no,day
38.85,7.06,male,female,yes,day
29.73,9.54,female,female,no,day
34.9,0.9,female,male,no,day
12.88,1.3,male,female,yes,day
38.0,7.33,male,female,no,evening
17.29,6.42,female,female,no,evening
15.38,8.21,female,female,no,evening
25.17,2.77,female,male,yes,evening
13.38,9.61,female,female,yes,day
48.39,3.43,male,male,yes,evening
42.87,8.14,female,male,no,evening
20.25,0.52,female,female,yes,evening
38.2,3.78,male,female,no,day
45.79,9.06,male,female,yes,evening
30.61,5.93,female,female,yes,evening
43.93,7.88,male,female,no,evening
20.7,2.5,female,male,yes,evening
26.0,1.19,female,male,yes,evening
40.62,1.12,male,male,no,day
42.61,5.39,female,female,yes,day
13.5,4.41,female,male,yes,evening
35.13,5.13,female,male,no,evening
16.24,7.03,male,female,yes,evening
38.0,8.72,male,female,no,day
11.98,7.78,female,male,yes,evening
37.73,0.12,male,male,no,day
31.25,1.17,female,male,no,day
35.52,4.27,female,male,no,evening
27.78,1.65,female,female,no,day
20.7,1.11,female,female,no,evening
27.43,1.78,male,female,yes,day
11.99,6.84,female,female,yes,day
25.33,5.68,female,male,no,day
44.28,3.07,female,male,yes,evening
31.09,0.97,female,female,yes,day
14.64,0.03,female,female,yes,day
47.92,5.9,male,male,yes,evening
13.93,6.16,male,male,yes,day
46.29,1.59,female,female,yes,day
30.9,3.73,female,female,yes,evening
40.68,0.55,male,female,yes,evening
48.38,9.07,male,male,yes,day
34.1,8.77,female,male,no,day
37.46,6.82,male,male,yes,evening
40.41,6.82,male,male,no,evening
29.78,9.5,female,male,no,evening
16.95,3.86,female,male,yes,evening
40.59,9.64,female,male,yes,day
11.46,5.12,female,female,yes,evening
11.33,4.37,female,male,no,day
35.87,2.67,male,male,no,day
11.81,2.37,male,female,yes,day
24.63,8.44,female,female,no,day
10.73,5.98,male,male,no,day
43.39,6.21,female,female,yes,day
41.83,5.63,male,female,yes,day
41.96,9.06,male,female,yes,day
34.95,5.99,male,male,no,evening
42.89,6.7,male,male,no,evening
49.43,6.93,male,female,yes,evening
37.41,8.88,female,male,yes,evening
47.79,9.73,female,female,yes,evening
18.8,2.78,female,male,no,day
43.55,6.91,male,female,yes,day
38.25,9.53,female,female,no,day
23.15,0.83,female,female,no,evening
46.05,6.97,female,male,yes,evening
45.1,0.89,female,male,no,day
11.98,7.04,male,female,no,evening
18.52,3.27,male,female,yes,evening
26.08,0.33,female,female,no,day
23.18,9.03,male,female,yes,evening
24.21,6.38,female,male,no,day
46.29,6.78,male,male,no,day
27.61,6.4,male,female,no,evening
16.79,0.95,female,male,yes,day
23.4,0.27,male,male,no,evening
32.07,4.48,male,female,yes,evening
32.87,2.89,female,female,yes,evening
20.14,8.48,female,female,yes,evening
16.42,6.07,male,female,no,evening
15.21,8.26,male,male,no,day
24.61,6.15,male,male,no,day
13.5,10.0,male,female,no,day
20.59,5.87,female,male,no,evening
41.99,3.9,male,male,yes,day
42.24,7.59,female,male,yes,day
48.46,1.81,female,male,no,day
16.43,7.21,male,female,yes,day
46.86,6.86,female,male,yes,day
31.53,0.22,female,female,yes,evening
11.8,2.6,male,female,yes,day
39.43,6.49,female,male,no,evening
43.3,1.33,female,female,no,evening
49.47,9.47,male,female,yes,evening
25.63,3.74,male,female,no,evening
28.29,8.64,female,male,yes,evening
27.15,3.37,female,male,no,day
40.49,5.23,male,female,yes,day
25.78,7.38,female,male,yes,day
18.71,1.5,male,male,yes,day
22.88,8.76,male,male,no,evening
34.16,3.98,male,female,no,day
38.69,2.37,male,male,no,day
47.94,2.93,female,male,yes,day
17.13,2.4,male,female,yes,day
47.4,7.57,male,female,no,day
39.95,8.15,male,male,no,day
23.53,3.81,female,male,no,evening
23.2,3.15,female,male,yes,day
33.85,6.45,male,male,yes,day
30.41,6.12,male,female,no,evening
44.41,5.23,male,female,yes,evening
31.61,1.15,male,male,no,day
13.17,3.08,female,female,no,day
27.17,3.98,male,male,no,evening
11.31,5.08,female,female,yes,day
42.91,4.9,male,female,no,evening
41.25,4.39,female,male,no,day
11.52,5.82,male,female,no,evening
38.11,8.65,male,female,yes,day
20.98,3.61,female,male,yes,day
14.1,2.91,male,female,no,day
28.48,6.01,female,female,yes,evening
15.58,1.69,female,female,yes,evening
10.58,4.21,male,male,no,day
30.77,9.46,male,male,no,day
34.72,4.25,female,female,yes,evening
36.7,5.54,female,female,yes,day
36.1,0.87,female,female,yes,day
27.92,8.13,male,male,yes,evening
46.6,7.5,male,male,no,evening
48.53,5.43,male,male,no,evening
47.86,2.67,male,male,yes,evening
27.58,7.89,male,female,yes,day
48.21,6.58,male,male,no,day
27.88,6.67,male,female,yes,day
28.23,3.75,male,female,yes,evening
18.67,0.32,female,male,yes,evening
28.21,1.12,male,male,yes,evening
30.69,6.9,male,male,yes,evening
49.5,6.05,male,male,no,evening
22.51,6.42,male,male,no,day
24.38,1.83,female,female,yes,day
39.06,6.7,male,female,yes,day
21.89,4.22,male,female,yes,evening
17.42,4.27,female,female,no,day
32.02,3.09,female,male,yes,day
37.23,1.02,male,female,yes,evening
43.38,9.1,male,female,no,evening
46.8,5.06,female,female,no,day
38.23,3.92,female,male,no,day
28.69,5.46,male,female,no,day
14.31,5.12,female,male,no,evening
35.92,9.47,female,male,yes,evening
28.22,4.43,male,male,no,evening
29.52,4.1,female,male,yes,day
13.11,1.87,female,female,no,evening
47.65,2.87,male,male,no,evening
36.52,3.54,female,female,no,evening
44.44,1.77,male,female,yes,day
30.18,1.68,female,female,no,day
38.76,2.28,female,male,no,day
22.6,4.13,female,male,no,day
40.04,4.17,male,male,yes,evening
39.4,8.24,female,male,no,evening
33.44,0.29,female,male,no,evening
26.06,1.54,female,male,no,evening
14.91,1.75,male,female,no,day
22.92,4.67,male,male,yes,evening
16.31,0.04,male,male,no,day
42.7,0.28,male,female,no,day
40.54,6.9,male,male,yes,day
46.98,1.01,female,male,no,day
38.99,0.88,male,male,no,day
18.04,7.13,female,male,yes,day
39.88,3.42,female,male,no,evening
47.88,4.5,male,male,no,day
35.54,4.94,male,male,yes,day
40.73,5.71,female,male,no,evening
42.43,1.61,male,male,yes,evening
46.45,8.12,male,male,no,evening
45.61,1.87,male,female,no,day
30.98,7.27,female,male,no,evening
44.12,9.74,female,male,yes,day
44.82,2.56,male,female,no,evening
47.18,0.8,female,male,yes,evening
40.26,2.39,female,female,yes,evening
22.45,1.14,male,female,yes,day
23.53,9.42,female,female,no,day
48.78,9.16,male,female,yes,day
32.32,6.42,female,female,no,day
13.77,6.96,male,female,yes,evening
32.4,2.92,male,female,no,day
30.37,1.88,male,female,no,day
25.14,9.28,male,female,no,day
39.06,2.67,female,female,yes,evening
43.16,4.36,female,male,yes,evening
17.7,3.6,male,female,no,evening
32.19,2.82,female,female,yes,day
35.69,7.91,male,female,no,evening
49.32,3.46,female,female,yes,day
49.57,2.26,female,male,no,evening
32.51,3.28,male,female,yes,evening
21.8,5.92,female,female,yes,evening
20.22,5.51,female,female,yes,evening
43.86,9.99,female,male,no,evening
47.27,1.96,male,male,yes,day
29.78,3.71,female,female,yes,day
14.49,0.05,female,male,yes,evening
47.15,6.74,female,female,yes,evening
23.75,2.77,female,male,no,evening
14.07,1.77,female,female,yes,evening
31.79,6.05,male,female,yes,evening
42.12,4.14,female,male,no,day
19.23,9.49,female,female,no,day
20.15,0.85,male,male,no,day
33.39,3.92,male,female,no,evening
30.53,4.68,male,male,no,day
30.63,4.69,female,male,no,day
44.0,8.41,male,male,no,evening
28.58,1.7,female,female,no,day
29.5,1.27,male,male,yes,evening
25.55,5.46,female,female,no,evening
10.21,7.64,male,male,yes,evening
14.59,1.67,male,male,yes,evening
46.95,0.6,male,female,yes,day
10.46,3.0,female,female,yes,day
17.06,2.03,male,female,yes,evening
35.6,3.94,female,female,yes,evening
22.95,7.32,male,female,no,evening
47.48,0.71,female,male,no,day
44.29,2.27,male,male,yes,day
49.64,6.65,female,female,yes,evening
33.09,6.97,male,male,yes,evening
30.69,8.14,female,male,no,day
47.56,0.14,male,male,no,day
41.74,8.95,male,male,yes,day
26.69,3.87,male,male,no,day
11.93,8.85,female,female,no,evening
18.18,5.29,female,male,yes,day
21.19,5.9,male,male,no,evening
35.66,7.69,male,male,no,day
34.36,0.96,female,female,yes,day
36.67,3.71,male,female,no,evening
33.03,5.66,male,female,yes,evening
32.92,3.7,female,female,no,day
20.47,7.26,male,male,yes,day
44.36,3.96,male,male,yes,day
45.32,4.02,female,female,yes,day
48.04,0.8,male,female,yes,day
28.95,8.21,female,female,no,day
29.49,0.31,female,female,yes,evening
13.22,8.49,male,female,no,evening
40.27,6.12,male,male,yes,day
41.65,7.27,male,male,no,day
45.91,2.53,female,female,no,evening
21.27,2.83,male,female,no,day
49.75,6.96,male,female,no,evening
21.86,6.74,male,female,yes,evening
38.56,3.9,female,female,yes,evening
40.09,1.92,male,male,no,day
16.02,9.42,male,male,no,evening
43.63,4.53,male,male,no,day
40.9,4.9,female,female,no,day
20.41,5.7,female,female,no,evening
42.43,1.21,male,female,no,day
28.36,4.52,female,male,yes,evening
15.41,5.02,female,male,yes,evening
48.85,0.97,female,female,no,evening
37.63,9.0,male,female,no,evening
17.13,7.32,female,male,yes,day
47.82,2.61,male,male,no,day
26.17,8.57,female,female,yes,evening
38.15,3.91,male,female,yes,day
28.78,0.67,male,male,no,day
32.45,8.46,female,female,yes,evening
19.42,1.35,male,female,yes,day
29.26,8.97,male,male,yes,day
11.97,8.83,female,female,no,evening
24.8,9.99,female,male,no,day
13.04,9.73,female,male,yes,day
31.21,7.15,male,female,no,evening
12.37,3.65,male,female,yes,day
28.11,4.33,female,female,no,evening
19.38,7.56,female,male,yes,evening
28.55,0.8,male,male,yes,evening
16.86,2.41,female,female,yes,day
40.08,0.24,male,female,no,evening
48.34,1.88,male,female,no,evening
39.02,1.2,female,female,no,evening
10.44,5.65,male,female,yes,evening
39.11,2.69,male,female,yes,evening
14.44,7.3,female,male,no,evening
28.08,2.29,female,male,yes,day
41.48,0.92,female,male,no,day
37.25,2.21,male,female,no,day
31.26,6.78,female,female,no,evening
26.67,6.25,male,female,no,evening
10.2,0.75,male,female,yes,day
27.89,6.46,female,male,yes,evening
31.59,1.71,male,male,yes,evening
30.44,6.28,female,female,yes,day
12.22,0.75,female,female,no,evening
42.34,1.83,male,male,no,evening
35.52,9.11,female,female,yes,day
27.11,5.86,male,female,yes,evening
15.69,3.63,male,female,no,day
12.72,6.48,male,female,yes,evening
40.85,0.99,male,female,yes,day
23.0,8.84,male,male,yes,day
43.03,9.98,female,male,no,evening
27.65,3.6,female,female,no,day
14.37,5.66,male,female,yes,day
49.39,0.44,male,female,yes,day
40.81,6.34,male,female,no,day
21.37,1.43,male,female,yes,day
47.08,7.64,male,female,yes,day
30.71,4.37,male,female,yes,evening
48.37,4.49,male,male,yes,evening
31.55,9.66,male,male,yes,evening
44.81,1.57,male,male,no,day
34.0,4.48,female,male,no,day
21.7,1.59,male,female,yes,day
15.55,9.01,female,male,no,evening
40.02,8.06,female,male,yes,evening
27.05,5.61,female,female,yes,evening
17.12,3.42,male,male,yes,day
31.67,2.49,female,female,yes,day
10.12,0.97,female,male,yes,day
38.61,2.87,female,male,no,day
17.39,0.12,female,male,no,evening
14.88,6.68,female,female,no,evening
21.54,7.17,male,female,no,evening
16.07,4.78,female,female,yes,evening
47.46,2.37,female,male,no,day
43.34,7.74,female,female,no,evening
47.86,1.99,female,male,yes,evening
37.38,8.95,female,male,no,evening
43.4,4.29,female,female,no,evening
39.52,6.88,female,male,no,day
33.38,3.03,female,female,no,evening
27.65,5.87,male,male,yes,day
45.4,2.84,female,male,no,evening
18.42,6.2,female,male,yes,evening
29.68,9.22,male,male,no,day
48.9,8.08,male,male,yes,day
47.08,0.85,male,female,no,evening
36.77,0.51,female,female,yes,evening
17.23,3.43,female,female,no,day
24.28,7.17,female,female,yes,day
46.28,1.2,female,male,yes,evening
41.27,1.82,female,male,yes,day
10.45,8.79,female,female,yes,day
33.56,8.55,female,male,no,evening
29.35,1.33,male,female,yes,day
44.83,4.65,female,male,yes,day
21.16,1.49,female,female,yes,evening
46.82,0.28,male,female,no,day
23.54,6.91,male,male,yes,evening
40.61,7.11,male,male,yes,day
15.52,1.05,female,male,yes,evening
31.33,3.76,female,male,yes,day
44.46,1.19,male,female,no,day
28.14,4.25,female,female,no,day
29.35,3.98,male,female,no,day
22.52,5.86,female,male,no,day
33.36,7.31,female,female,yes,evening
33.42,0.98,female,female,yes,evening
15.32,2.53,female,female,no,day
16.29,1.48,female,male,no,day
33.42,0.87,female,male,yes,day
47.05,6.38,female,male,no,day
30.81,8.89,female,female,no,day
24.52,1.52,male,male,no,evening
25.76,3.82,female,male,no,evening
20.13,6.62,female,female,yes,day
28.38,2.15,male,male,yes,day
39.56,4.59,male,male,yes,day
17.69,6.93,female,female,no,evening
18.89,0.91,male,female,no,evening
47.64,7.48,male,male,yes,day
20.47,7.23,female,male,no,evening
18.91,3.55,male,male,yes,day
35.62,9.25,female,female,no,evening
25.49,7.44,male,male,yes,evening
49.91,5.83,male,male,no,day
26.4,5.1,female,female,no,evening
31.9,0.75,male,female,no,day
